Region,Annee,Semaine_Epi,Pluviometrie_mm,Temperature_Moy_C,Taux_Couverture_MILDA,Campagne_Vaccinale_Active,Cas_Paludisme,Cas_Dengue
Centre (Ouaga),2020,50,1.3,30.5,77.3,0,370,13
Centre (Ouaga),2020,51,3.9,27.1,91.9,0,435,18
Centre (Ouaga),2020,52,0.7,26.9,82.8,0,336,29
Centre (Ouaga),2021,1,3.5,31.1,82.3,0,488,23
Centre (Ouaga),2021,2,0.3,31.0,82.0,0,358,21
Centre (Ouaga),2021,3,3.8,26.2,83.9,0,275,24
Centre (Ouaga),2021,4,1.9,27.9,88.1,0,390,19
Centre (Ouaga),2021,5,3.8,27.9,86.6,0,273,13
Centre (Ouaga),2021,6,3.1,32.0,76.0,0,465,17
Centre (Ouaga),2021,7,2.6,32.0,90.8,0,280,16
Centre (Ouaga),2021,8,2.5,32.5,88.5,0,480,29
Centre (Ouaga),2021,9,0.9,25.5,92.6,0,252,18
Centre (Ouaga),2021,10,4.5,37.4,92.5,0,501,21
Centre (Ouaga),2021,11,1.3,37.3,88.4,0,367,22
Centre (Ouaga),2021,12,4.8,34.0,85.0,0,260,24
Centre (Ouaga),2021,13,2.7,36.0,79.9,0,282,6
Centre (Ouaga),2021,14,0.5,38.0,88.5,0,292,9
Centre (Ouaga),2021,15,4.5,34.2,85.4,0,262,5
Centre (Ouaga),2021,16,4.6,34.1,84.8,0,388,18
Centre (Ouaga),2021,17,2.2,38.6,85.9,0,487,6
Centre (Ouaga),2021,18,2.2,35.3,80.1,0,416,7
Centre (Ouaga),2021,19,2.0,33.0,91.8,0,494,11
Centre (Ouaga),2021,20,4.6,30.6,79.1,0,483,17
Centre (Ouaga),2021,21,2.9,26.5,75.3,0,261,15
Centre (Ouaga),2021,22,70.1,31.9,95.0,0,308,11
Centre (Ouaga),2021,23,111.1,30.2,88.2,0,386,24
Centre (Ouaga),2021,24,41.5,29.6,78.1,0,440,18
Centre (Ouaga),2021,25,41.8,25.9,77.8,0,291,26
Centre (Ouaga),2021,26,66.8,27.7,81.0,0,2262,5
Centre (Ouaga),2021,27,39.2,25.5,93.5,0,2055,27
Centre (Ouaga),2021,28,34.2,27.0,76.1,0,2180,15
Centre (Ouaga),2021,29,53.1,25.6,84.7,0,2423,25
Centre (Ouaga),2021,30,31.0,26.0,77.5,0,1654,23
Centre (Ouaga),2021,31,35.9,30.5,84.8,0,1771,24
Centre (Ouaga),2021,32,30.5,31.3,81.1,0,1936,13
Centre (Ouaga),2021,33,42.7,25.8,79.9,0,2329,13
Centre (Ouaga),2021,34,41.4,25.3,75.3,0,1764,22
Centre (Ouaga),2021,35,85.0,28.0,77.9,0,1623,8
Centre (Ouaga),2021,36,76.4,30.5,77.6,0,2169,29
Centre (Ouaga),2021,37,26.0,30.3,90.8,0,1812,11
Centre (Ouaga),2021,38,25.1,25.9,94.6,0,2436,178
Centre (Ouaga),2021,39,62.6,26.1,91.9,0,1515,216
Centre (Ouaga),2021,40,71.4,28.3,75.1,0,2011,331
Centre (Ouaga),2021,41,3.8,27.9,93.0,0,2268,205
Centre (Ouaga),2021,42,3.4,26.8,76.8,0,1671,368
Centre (Ouaga),2021,43,2.6,28.5,89.4,0,1805,315
Centre (Ouaga),2021,44,1.1,29.2,94.7,0,2015,142
Centre (Ouaga),2021,45,3.0,28.3,76.5,0,2353,177
Centre (Ouaga),2021,46,0.2,26.6,83.0,0,1945,309
Centre (Ouaga),2021,47,1.5,29.4,90.0,0,271,6
Centre (Ouaga),2021,48,3.0,30.9,86.9,0,371,6
Centre (Ouaga),2021,49,1.4,32.3,91.6,0,403,6
Centre (Ouaga),2021,50,2.5,28.0,79.3,0,350,9
Centre (Ouaga),2021,51,0.6,31.6,78.5,0,261,11
Centre (Ouaga),2021,52,1.9,25.4,93.3,0,457,17
Centre (Ouaga),2022,1,3.0,27.2,90.8,0,260,23
Centre (Ouaga),2022,2,0.3,28.7,93.4,0,491,18
Centre (Ouaga),2022,3,4.3,30.7,83.8,0,331,8
Centre (Ouaga),2022,4,3.0,26.8,81.8,0,380,5
Centre (Ouaga),2022,5,3.8,30.5,75.9,0,367,26
Centre (Ouaga),2022,6,3.1,32.2,92.8,0,393,29
Centre (Ouaga),2022,7,3.1,27.8,75.3,0,262,15
Centre (Ouaga),2022,8,1.2,25.6,75.5,0,450,6
Centre (Ouaga),2022,9,2.8,32.4,93.8,0,446,19
Centre (Ouaga),2022,10,4.8,36.7,80.0,0,331,21
Centre (Ouaga),2022,11,4.6,35.5,77.6,0,476,13
Centre (Ouaga),2022,12,0.6,40.1,87.0,0,370,9
Centre (Ouaga),2022,13,3.2,36.2,90.7,0,256,5
Centre (Ouaga),2022,14,1.1,35.0,88.5,0,317,27
Centre (Ouaga),2022,15,3.2,40.6,86.0,0,469,25
Centre (Ouaga),2022,16,4.6,38.4,76.6,0,465,7
Centre (Ouaga),2022,17,4.0,38.0,81.0,0,270,16
Centre (Ouaga),2022,18,2.5,38.1,82.9,0,418,23
Centre (Ouaga),2022,19,2.4,29.4,86.1,0,450,11
Centre (Ouaga),2022,20,2.2,27.5,76.3,0,253,13
Centre (Ouaga),2022,21,4.3,26.2,84.6,0,264,23
Centre (Ouaga),2022,22,28.0,27.1,85.2,0,444,7
Centre (Ouaga),2022,23,22.7,27.8,77.1,0,281,8
Centre (Ouaga),2022,24,29.2,25.7,92.3,0,352,7
Centre (Ouaga),2022,25,74.4,27.2,85.1,0,333,6
Centre (Ouaga),2022,26,55.4,30.6,94.2,0,1799,29
Centre (Ouaga),2022,27,92.1,29.5,82.0,0,1608,6
Centre (Ouaga),2022,28,42.1,31.8,77.6,0,2048,24
Centre (Ouaga),2022,29,40.2,27.0,87.6,0,2402,28
Centre (Ouaga),2022,30,59.6,27.1,79.6,0,1706,10
Centre (Ouaga),2022,31,42.0,29.5,75.9,0,1787,14
Centre (Ouaga),2022,32,60.5,31.4,82.7,0,1495,15
Centre (Ouaga),2022,33,112.4,28.2,91.5,0,2356,26
Centre (Ouaga),2022,34,97.7,25.9,78.8,0,2134,26
Centre (Ouaga),2022,35,116.7,30.5,83.4,0,2033,7
Centre (Ouaga),2022,36,88.7,27.5,86.6,0,2145,12
Centre (Ouaga),2022,37,81.3,27.1,91.0,0,2031,22
Centre (Ouaga),2022,38,83.3,28.2,90.8,0,1442,131
Centre (Ouaga),2022,39,73.3,32.1,91.2,0,2193,373
Centre (Ouaga),2022,40,101.2,29.3,77.3,0,1527,363
Centre (Ouaga),2022,41,0.1,31.9,79.8,0,2391,184
Centre (Ouaga),2022,42,1.8,28.1,76.1,0,2194,170
Centre (Ouaga),2022,43,3.6,25.1,88.0,0,2392,346
Centre (Ouaga),2022,44,3.9,31.4,75.7,0,2236,329
Centre (Ouaga),2022,45,4.0,33.0,89.1,0,2067,240
Centre (Ouaga),2022,46,4.0,26.7,82.0,0,2386,357
Centre (Ouaga),2022,47,3.9,27.1,82.2,0,287,18
Centre (Ouaga),2022,48,4.0,25.7,80.7,0,347,15
Centre (Ouaga),2022,49,4.6,32.9,85.0,0,310,11
Centre (Ouaga),2022,50,2.5,32.3,93.0,0,451,8
Centre (Ouaga),2022,51,0.4,30.9,80.1,0,426,10
Centre (Ouaga),2022,52,1.5,30.5,82.8,0,487,19
Centre (Ouaga),2023,1,4.2,27.4,93.0,0,290,19
Centre (Ouaga),2023,2,4.0,28.5,93.9,0,450,7
Centre (Ouaga),2023,3,0.2,29.8,90.1,0,278,28
Centre (Ouaga),2023,4,4.6,31.8,84.6,0,336,19
Centre (Ouaga),2023,5,1.1,29.2,79.0,0,406,9
Centre (Ouaga),2023,6,4.5,31.8,80.9,0,328,7
Centre (Ouaga),2023,7,1.3,29.8,87.6,0,349,5
Centre (Ouaga),2023,8,2.2,26.4,79.6,0,358,7
Centre (Ouaga),2023,9,3.8,26.6,84.3,0,448,8
Centre (Ouaga),2023,10,4.8,35.0,85.6,0,466,20
Centre (Ouaga),2023,11,0.6,39.6,87.8,0,467,20
Centre (Ouaga),2023,12,0.0,39.3,87.2,0,401,24
Centre (Ouaga),2023,13,3.5,38.2,77.0,0,349,13
Centre (Ouaga),2023,14,2.9,39.3,78.5,0,476,8
Centre (Ouaga),2023,15,2.0,38.8,88.6,0,399,6
Centre (Ouaga),2023,16,1.3,40.0,77.1,0,446,24
Centre (Ouaga),2023,17,2.4,36.0,86.5,0,430,12
Centre (Ouaga),2023,18,1.0,38.6,87.6,0,459,28
Centre (Ouaga),2023,19,0.5,31.3,82.8,0,288,11
Centre (Ouaga),2023,20,3.5,29.1,88.5,0,408,18
Centre (Ouaga),2023,21,0.3,25.5,87.0,0,455,18
Centre (Ouaga),2023,22,79.4,30.1,83.4,0,356,21
Centre (Ouaga),2023,23,72.0,32.7,76.5,0,430,11
Centre (Ouaga),2023,24,104.9,29.7,87.0,0,406,13
Centre (Ouaga),2023,25,119.4,27.2,87.2,0,353,26
Centre (Ouaga),2023,26,51.2,32.9,91.1,0,2326,17
Centre (Ouaga),2023,27,23.5,31.6,80.0,0,1608,5
Centre (Ouaga),2023,28,89.9,27.9,83.0,0,1642,20
Centre (Ouaga),2023,29,30.2,28.4,81.5,0,1833,9
Centre (Ouaga),2023,30,64.6,31.2,87.8,0,1734,23
Centre (Ouaga),2023,31,79.7,31.7,94.8,0,2060,10
Centre (Ouaga),2023,32,71.7,29.3,94.3,0,2015,11
Centre (Ouaga),2023,33,65.2,30.2,87.8,0,1963,7
Centre (Ouaga),2023,34,109.5,30.4,90.4,0,1939,8
Centre (Ouaga),2023,35,98.3,28.9,87.3,0,1441,531
Centre (Ouaga),2023,36,118.2,30.0,85.3,0,1745,1112
Centre (Ouaga),2023,37,84.0,29.5,83.3,0,2144,1479
Centre (Ouaga),2023,38,31.6,30.9,93.8,0,1832,1012
Centre (Ouaga),2023,39,106.3,28.7,89.3,0,1680,723
Centre (Ouaga),2023,40,115.8,26.5,84.9,0,1664,649
Centre (Ouaga),2023,41,4.1,32.6,84.0,0,2199,799
Centre (Ouaga),2023,42,3.0,31.3,92.4,0,2156,482
Centre (Ouaga),2023,43,2.3,25.7,94.4,0,1713,1393
Centre (Ouaga),2023,44,3.9,32.4,79.1,0,1854,1057
Centre (Ouaga),2023,45,3.5,28.1,91.5,0,2147,1181
Centre (Ouaga),2023,46,1.4,28.0,76.7,0,1630,1208
Centre (Ouaga),2023,47,0.8,26.9,86.7,0,386,1149
Centre (Ouaga),2023,48,2.8,28.9,86.9,0,319,1034
Centre (Ouaga),2023,49,1.4,30.8,76.5,0,329,5
Centre (Ouaga),2023,50,0.9,27.6,85.6,0,417,11
Centre (Ouaga),2023,51,0.1,28.2,86.2,0,377,16
Centre (Ouaga),2023,52,2.5,28.5,88.0,0,431,9
Centre (Ouaga),2024,1,4.7,27.8,89.0,0,439,21
Centre (Ouaga),2024,2,2.9,31.0,80.9,0,393,11
Centre (Ouaga),2024,3,2.0,32.7,78.1,0,435,15
Centre (Ouaga),2024,4,1.5,32.3,82.3,0,458,21
Centre (Ouaga),2024,5,0.7,27.6,94.8,0,284,25
Centre (Ouaga),2024,6,1.7,30.6,84.0,0,429,5
Centre (Ouaga),2024,7,4.2,29.3,92.3,0,235,29
Centre (Ouaga),2024,8,3.1,28.2,87.5,0,404,12
Centre (Ouaga),2024,9,3.7,29.8,81.4,0,236,5
Centre (Ouaga),2024,10,3.7,38.8,91.6,0,451,23
Centre (Ouaga),2024,11,4.9,36.7,75.5,0,396,20
Centre (Ouaga),2024,12,2.2,38.2,94.0,0,245,14
Centre (Ouaga),2024,13,3.6,37.9,85.4,0,419,26
Centre (Ouaga),2024,14,3.8,34.9,95.0,0,432,16
Centre (Ouaga),2024,15,0.8,39.5,84.4,1,303,21
Centre (Ouaga),2024,16,0.5,37.6,86.4,1,392,14
Centre (Ouaga),2024,17,3.3,40.7,82.2,0,239,18
Centre (Ouaga),2024,18,0.9,37.2,81.4,0,326,21
Centre (Ouaga),2024,19,3.1,26.5,85.0,0,301,24
Centre (Ouaga),2024,20,0.7,29.4,78.3,0,440,29
Centre (Ouaga),2024,21,0.3,25.2,81.2,0,359,17
Centre (Ouaga),2024,22,115.1,30.6,75.8,0,430,28
Centre (Ouaga),2024,23,53.0,29.9,90.3,0,450,16
Centre (Ouaga),2024,24,45.6,32.6,89.4,0,254,5
Centre (Ouaga),2024,25,99.5,31.5,81.2,1,304,13
Centre (Ouaga),2024,26,43.6,32.4,91.5,1,2247,9
Centre (Ouaga),2024,27,57.9,28.8,78.2,0,1835,10
Centre (Ouaga),2024,28,111.1,28.9,85.0,0,1667,21
Centre (Ouaga),2024,29,92.0,28.3,78.9,0,1842,25
Centre (Ouaga),2024,30,40.0,27.3,85.1,0,1591,25
Centre (Ouaga),2024,31,69.7,26.9,78.7,0,1566,23
Centre (Ouaga),2024,32,59.7,26.1,94.9,0,1780,16
Centre (Ouaga),2024,33,32.6,28.1,77.1,0,1536,13
Centre (Ouaga),2024,34,110.7,26.7,90.5,0,2099,23
Centre (Ouaga),2024,35,48.3,26.3,91.5,0,2074,6
Centre (Ouaga),2024,36,51.2,28.3,85.2,0,1889,28
Centre (Ouaga),2024,37,95.5,31.1,84.2,0,1916,21
Centre (Ouaga),2024,38,58.4,28.9,88.2,0,1811,239
Centre (Ouaga),2024,39,72.7,25.1,88.8,0,1845,280
Centre (Ouaga),2024,40,105.4,25.1,81.4,0,2336,160
Centre (Ouaga),2024,41,1.4,25.8,82.9,0,1792,200
Centre (Ouaga),2024,42,1.1,26.2,78.4,0,2322,266
Centre (Ouaga),2024,43,3.4,28.4,80.2,0,1425,357
Centre (Ouaga),2024,44,1.0,30.6,93.2,0,1920,329
Centre (Ouaga),2024,45,0.0,27.6,91.7,0,1911,389
Centre (Ouaga),2024,46,1.5,28.1,83.8,0,1505,232
Centre (Ouaga),2024,47,2.1,32.4,78.4,0,448,13
Centre (Ouaga),2024,48,1.5,28.8,83.6,0,465,18
Centre (Ouaga),2024,49,2.5,29.9,78.9,0,269,26
Centre (Ouaga),2024,50,1.0,29.8,77.7,0,234,29
Centre (Ouaga),2024,51,4.6,28.3,85.9,0,278,21
Centre (Ouaga),2024,52,2.4,32.3,81.5,0,234,22
Centre (Ouaga),2025,1,3.4,26.8,87.6,0,451,25
Centre (Ouaga),2025,2,3.5,28.8,92.5,0,377,5
Centre (Ouaga),2025,3,3.1,30.0,75.6,0,377,14
Centre (Ouaga),2025,4,3.6,25.3,75.7,0,331,10
Centre (Ouaga),2025,5,4.6,28.9,77.3,0,403,21
Centre (Ouaga),2025,6,4.3,27.6,89.5,0,312,22
Centre (Ouaga),2025,7,0.8,30.0,78.0,0,331,22
Centre (Ouaga),2025,8,4.7,30.4,94.5,0,267,5
Centre (Ouaga),2025,9,2.0,29.1,89.9,0,290,26
Centre (Ouaga),2025,10,3.6,40.0,91.7,0,374,14
Centre (Ouaga),2025,11,0.5,38.1,91.4,0,252,12
Centre (Ouaga),2025,12,1.6,36.9,87.3,0,379,5
Centre (Ouaga),2025,13,0.9,35.8,75.9,0,408,23
Centre (Ouaga),2025,14,4.3,36.8,83.5,0,332,11
Centre (Ouaga),2025,15,1.1,34.6,75.8,1,406,22
Centre (Ouaga),2025,16,1.4,40.3,80.4,1,424,20
Centre (Ouaga),2025,17,3.6,39.6,86.2,0,310,11
Centre (Ouaga),2025,18,4.8,37.7,92.0,0,302,21
Centre (Ouaga),2025,19,0.6,31.9,82.9,0,285,27
Centre (Ouaga),2025,20,4.4,30.8,88.3,0,326,17
Centre (Ouaga),2025,21,0.3,28.0,75.4,0,407,16
Centre (Ouaga),2025,22,35.5,26.4,84.2,0,363,18
Centre (Ouaga),2025,23,28.4,26.1,81.4,0,246,9
Centre (Ouaga),2025,24,62.9,27.9,76.6,0,431,25
Centre (Ouaga),2025,25,90.2,32.1,79.5,1,297,12
Centre (Ouaga),2025,26,73.2,32.3,93.7,1,1861,15
Centre (Ouaga),2025,27,42.2,32.5,92.1,0,1767,13
Centre (Ouaga),2025,28,81.5,29.4,88.1,0,1574,23
Centre (Ouaga),2025,29,22.6,30.1,91.5,0,2169,28
Centre (Ouaga),2025,30,89.7,28.3,92.9,0,1742,14
Centre (Ouaga),2025,31,99.7,31.8,76.7,0,2050,17
Centre (Ouaga),2025,32,95.2,27.8,89.7,0,1803,7
Centre (Ouaga),2025,33,90.9,32.6,85.6,0,1960,12
Centre (Ouaga),2025,34,72.6,25.6,90.0,0,1714,15
Centre (Ouaga),2025,35,38.6,30.0,87.3,0,2260,5
Centre (Ouaga),2025,36,80.2,31.2,91.7,0,1360,10
Centre (Ouaga),2025,37,41.9,29.8,78.2,0,2137,26
Centre (Ouaga),2025,38,108.2,29.6,92.2,0,1632,252
Centre (Ouaga),2025,39,70.1,26.2,78.2,0,1974,252
Centre (Ouaga),2025,40,44.7,31.6,93.6,0,1390,239
Centre (Ouaga),2025,41,1.4,26.9,87.4,0,2114,313
Centre (Ouaga),2025,42,4.5,32.2,76.6,0,1448,166
Centre (Ouaga),2025,43,3.6,32.9,83.7,0,1589,276
Centre (Ouaga),2025,44,2.9,30.5,80.6,0,1869,185
Centre (Ouaga),2025,45,4.2,32.5,89.8,0,1785,185
Centre (Ouaga),2025,46,2.6,28.0,87.4,0,1993,343
Centre (Ouaga),2025,47,2.6,30.1,79.3,0,397,6
Centre (Ouaga),2025,48,4.1,32.1,80.6,0,428,21
Centre (Ouaga),2025,49,4.6,29.9,90.0,0,265,18
Centre (Ouaga),2025,50,2.2,29.1,80.6,0,310,24
Centre (Ouaga),2025,51,4.8,32.4,77.6,0,243,8
Centre (Ouaga),2025,52,4.3,31.4,75.7,0,275,20
Centre (Ouaga),2026,1,1.5,32.8,91.0,0,295,11
Centre (Ouaga),2026,2,2.2,27.2,80.4,0,317,28
Centre (Ouaga),2026,3,3.7,30.2,80.2,0,360,5
Centre (Ouaga),2026,4,2.8,27.9,87.4,0,231,29
Centre (Ouaga),2026,5,4.4,26.3,94.8,0,429,5
Centre (Ouaga),2026,6,1.7,33.0,90.1,0,378,19
Centre (Ouaga),2026,7,2.7,31.1,88.1,0,348,24
Centre (Ouaga),2026,8,0.5,32.4,92.6,0,377,28
Centre (Ouaga),2026,9,2.6,29.3,84.2,0,227,24
Centre (Ouaga),2026,10,3.6,39.1,83.9,0,230,18
Centre (Ouaga),2026,11,4.8,34.5,79.4,0,240,7
Centre (Ouaga),2026,12,0.4,36.8,92.7,0,339,17
Centre (Ouaga),2026,13,3.9,34.3,91.2,0,396,28
Centre (Ouaga),2026,14,1.7,38.2,92.7,0,294,18
Centre (Ouaga),2026,15,0.1,36.6,83.7,1,404,9
Centre (Ouaga),2026,16,4.6,37.2,85.9,1,389,6
Centre (Ouaga),2026,17,1.5,39.4,89.7,0,354,5
Centre (Ouaga),2026,18,2.5,39.7,85.6,0,273,26
Centre (Ouaga),2026,19,1.6,28.1,84.6,0,255,28
Centre (Ouaga),2026,20,2.3,30.4,93.2,0,359,15
Centre (Ouaga),2026,21,4.2,27.2,78.8,0,383,8
Centre (Ouaga),2026,22,75.0,28.8,76.2,0,391,17
Centre (Ouaga),2026,23,24.0,26.7,76.8,0,233,27
Centre (Ouaga),2026,24,55.0,29.9,77.2,0,256,6
Centre (Ouaga),2026,25,37.1,30.7,82.2,1,265,27
Centre (Ouaga),2026,26,106.3,32.1,78.6,1,1532,19
Centre (Ouaga),2026,27,103.5,32.3,87.0,0,2082,20
Centre (Ouaga),2026,28,77.5,27.3,80.0,0,1922,19
Centre (Ouaga),2026,29,50.6,25.8,85.6,0,1890,24
Centre (Ouaga),2026,30,93.4,27.7,92.4,0,1818,24
Centre (Ouaga),2026,31,101.6,32.8,81.0,0,1384,12
Centre (Ouaga),2026,32,74.1,30.5,79.8,0,1683,26
Centre (Ouaga),2026,33,53.8,29.0,84.5,0,2210,21
Centre (Ouaga),2026,34,106.0,31.2,75.4,0,1972,17
Centre (Ouaga),2026,35,101.2,29.1,81.5,0,1827,21
Centre (Ouaga),2026,36,38.8,25.6,91.2,0,1316,29
Centre (Ouaga),2026,37,52.0,31.2,90.8,0,1552,27
Centre (Ouaga),2026,38,53.7,32.7,80.8,0,1972,306
Centre (Ouaga),2026,39,66.9,26.4,81.4,0,2058,192
Centre (Ouaga),2026,40,78.0,32.1,81.3,0,1506,160
Centre (Ouaga),2026,41,4.3,31.1,76.5,0,1448,339
Centre (Ouaga),2026,42,1.6,31.8,86.0,0,1833,246
Centre (Ouaga),2026,43,2.6,26.5,77.3,0,1365,149
Centre (Ouaga),2026,44,4.7,31.9,94.7,0,1481,151
Centre (Ouaga),2026,45,4.7,30.0,79.5,0,1459,256
Centre (Ouaga),2026,46,1.8,32.3,93.2,0,1520,207
Centre (Ouaga),2026,47,1.9,29.2,88.8,0,233,14
Centre (Ouaga),2026,48,3.9,31.5,85.9,0,273,13
Centre (Ouaga),2026,49,4.0,33.0,79.4,0,391,14
Centre (Ouaga),2026,50,1.7,25.7,75.6,0,335,26
Centre (Ouaga),2026,51,3.0,32.3,76.9,0,240,17
Centre (Ouaga),2026,52,3.5,29.1,87.3,0,406,17
Hauts-Bassins (Bobo),2013,1,0.6,29.8,92.4,0,322,21
Hauts-Bassins (Bobo),2013,2,1.3,31.4,93.0,0,485,14
Hauts-Bassins (Bobo),2013,3,0.3,32.0,93.5,0,367,23
Hauts-Bassins (Bobo),2013,4,3.0,30.0,93.6,0,301,27
Hauts-Bassins (Bobo),2013,5,1.3,28.5,83.1,0,359,15
Hauts-Bassins (Bobo),2013,6,1.5,32.8,92.8,0,398,24
Hauts-Bassins (Bobo),2013,7,1.2,32.2,94.8,0,406,22
Hauts-Bassins (Bobo),2013,8,3.6,28.9,79.3,0,339,15
Hauts-Bassins (Bobo),2013,9,2.1,32.9,79.8,0,423,24
Hauts-Bassins (Bobo),2013,10,5.0,35.8,84.4,0,497,27
Hauts-Bassins (Bobo),2013,11,2.6,39.8,87.5,0,365,14
Hauts-Bassins (Bobo),2013,12,3.8,38.4,82.9,0,421,11
Hauts-Bassins (Bobo),2013,13,2.5,40.8,81.5,0,408,26
Hauts-Bassins (Bobo),2013,14,1.9,35.1,93.2,0,434,22
Hauts-Bassins (Bobo),2013,15,1.1,38.9,91.0,0,400,25
Hauts-Bassins (Bobo),2013,16,1.6,40.1,84.1,0,447,12
Hauts-Bassins (Bobo),2013,17,1.7,37.1,81.7,0,539,17
Hauts-Bassins (Bobo),2013,18,3.0,40.0,93.3,0,533,11
Hauts-Bassins (Bobo),2013,19,3.2,29.4,92.4,0,504,21
Hauts-Bassins (Bobo),2013,20,1.3,26.9,79.6,0,590,12
Hauts-Bassins (Bobo),2013,21,4.8,28.8,85.5,0,583,5
Hauts-Bassins (Bobo),2013,22,38.7,28.2,95.0,0,484,20
Hauts-Bassins (Bobo),2013,23,93.4,28.5,76.1,0,438,29
Hauts-Bassins (Bobo),2013,24,77.9,27.8,93.2,0,545,29
Hauts-Bassins (Bobo),2013,25,28.5,27.8,80.5,0,370,25
Hauts-Bassins (Bobo),2013,26,29.8,26.7,76.5,0,2491,22
Hauts-Bassins (Bobo),2013,27,111.2,32.5,95.0,0,1941,21
Hauts-Bassins (Bobo),2013,28,92.2,31.6,77.7,0,2775,29
Hauts-Bassins (Bobo),2013,29,95.6,27.3,81.3,0,2883,7
Hauts-Bassins (Bobo),2013,30,49.9,32.6,86.4,0,2280,24
Hauts-Bassins (Bobo),2013,31,23.4,32.9,92.2,0,2435,20
Hauts-Bassins (Bobo),2013,32,85.4,27.4,81.9,0,2591,18
Hauts-Bassins (Bobo),2013,33,117.1,31.7,76.1,0,2850,10
Hauts-Bassins (Bobo),2013,34,36.1,29.4,83.8,0,2549,7
Hauts-Bassins (Bobo),2013,35,110.5,26.0,82.2,0,1777,12
Hauts-Bassins (Bobo),2013,36,81.2,25.8,93.4,0,2155,9
Hauts-Bassins (Bobo),2013,37,23.3,26.0,80.2,0,2350,28
Hauts-Bassins (Bobo),2013,38,41.0,30.6,80.2,0,2484,53
Hauts-Bassins (Bobo),2013,39,102.7,31.7,86.2,0,2156,83
Hauts-Bassins (Bobo),2013,40,109.3,32.4,75.4,0,2406,57
Hauts-Bassins (Bobo),2013,41,1.9,26.9,87.9,0,1941,84
Hauts-Bassins (Bobo),2013,42,4.5,28.3,77.5,0,2090,40
Hauts-Bassins (Bobo),2013,43,3.6,27.2,89.8,0,2424,72
Hauts-Bassins (Bobo),2013,44,3.3,31.9,84.1,0,2083,54
Hauts-Bassins (Bobo),2013,45,2.3,26.3,75.9,0,2510,32
Hauts-Bassins (Bobo),2013,46,4.7,27.9,92.2,0,2103,85
Hauts-Bassins (Bobo),2013,47,1.8,31.8,85.7,0,309,8
Hauts-Bassins (Bobo),2013,48,0.4,29.7,81.0,0,569,22
Hauts-Bassins (Bobo),2013,49,1.5,28.9,85.9,0,438,7
Hauts-Bassins (Bobo),2013,50,4.9,26.9,94.2,0,377,16
Hauts-Bassins (Bobo),2013,51,2.6,27.0,83.0,0,390,15
Hauts-Bassins (Bobo),2013,52,2.2,29.1,88.0,0,526,13
Hauts-Bassins (Bobo),2014,1,1.5,29.2,82.1,0,570,12
Hauts-Bassins (Bobo),2014,2,0.2,25.7,84.6,0,559,10
Hauts-Bassins (Bobo),2014,3,3.4,30.6,92.8,0,303,8
Hauts-Bassins (Bobo),2014,4,1.2,31.9,92.1,0,579,19
Hauts-Bassins (Bobo),2014,5,0.7,25.5,84.6,0,367,9
Hauts-Bassins (Bobo),2014,6,1.0,27.9,94.4,0,489,12
Hauts-Bassins (Bobo),2014,7,2.7,25.7,86.4,0,555,9
Hauts-Bassins (Bobo),2014,8,5.0,27.1,91.1,0,391,15
Hauts-Bassins (Bobo),2014,9,3.9,26.1,86.5,0,546,29
Hauts-Bassins (Bobo),2014,10,4.0,39.8,91.5,0,351,22
Hauts-Bassins (Bobo),2014,11,3.4,34.8,84.0,0,548,20
Hauts-Bassins (Bobo),2014,12,0.4,38.8,88.3,0,571,9
Hauts-Bassins (Bobo),2014,13,3.8,34.4,91.1,0,470,19
Hauts-Bassins (Bobo),2014,14,3.3,39.4,94.6,0,404,6
Hauts-Bassins (Bobo),2014,15,4.4,35.7,91.5,0,406,7
Hauts-Bassins (Bobo),2014,16,4.2,40.8,88.2,0,457,20
Hauts-Bassins (Bobo),2014,17,4.0,39.0,75.2,0,515,26
Hauts-Bassins (Bobo),2014,18,2.4,38.3,75.1,0,562,10
Hauts-Bassins (Bobo),2014,19,2.5,31.3,79.4,0,479,17
Hauts-Bassins (Bobo),2014,20,1.3,31.5,80.9,0,555,19
Hauts-Bassins (Bobo),2014,21,1.6,27.2,94.0,0,515,7
Hauts-Bassins (Bobo),2014,22,108.4,31.1,90.2,0,396,29
Hauts-Bassins (Bobo),2014,23,66.0,30.6,82.0,0,472,13
Hauts-Bassins (Bobo),2014,24,103.4,32.9,90.5,0,543,14
Hauts-Bassins (Bobo),2014,25,72.7,29.3,94.5,0,472,13
Hauts-Bassins (Bobo),2014,26,32.6,29.0,93.3,0,2315,18
Hauts-Bassins (Bobo),2014,27,74.2,32.8,91.3,0,2004,13
Hauts-Bassins (Bobo),2014,28,107.6,31.7,79.4,0,1811,6
Hauts-Bassins (Bobo),2014,29,60.7,32.0,83.7,0,1828,17
Hauts-Bassins (Bobo),2014,30,50.5,27.1,89.6,0,2839,27
Hauts-Bassins (Bobo),2014,31,111.3,29.3,91.2,0,2804,12
Hauts-Bassins (Bobo),2014,32,77.3,30.9,75.7,0,2914,27
Hauts-Bassins (Bobo),2014,33,38.4,29.2,83.9,0,2793,16
Hauts-Bassins (Bobo),2014,34,87.5,30.0,75.4,0,2430,11
Hauts-Bassins (Bobo),2014,35,80.7,31.2,82.9,0,1946,25
Hauts-Bassins (Bobo),2014,36,37.7,26.2,94.3,0,1744,23
