region,annee,semaine_epi,pluviometrie_mm,temperature_moy_c,taux_couverture_milda,campagne_vaccinale_active,cas_paludisme,cas_dengue,date_approx,mois,saison
Centre (Ouaga),2017,5,-0.638821072549879,0.08762199871669235,-0.5910936684164156,0,474,6,2017-01-30,1,Sèche
Centre (Ouaga),2017,6,-0.6980608588452976,0.4974864521252319,1.6656880315565255,0,481,23,2017-02-06,2,Sèche
Centre (Ouaga),2017,7,-0.5795812862544604,0.3181707537589958,-1.5632457853278354,0,373,17,2017-02-13,2,Sèche
Centre (Ouaga),2017,8,-0.6021488238908103,-0.3222424546918481,0.08594084157546768,0,414,29,2017-02-20,2,Sèche
Centre (Ouaga),2017,9,-0.5739394018453728,-1.1932044181849955,1.266411269253621,0,510,7,2017-02-27,2,Sèche
Centre (Ouaga),2017,10,-0.627537303731704,1.0610500755619752,0.8671345069507166,0,320,17,2017-03-06,3,Sèche
Centre (Ouaga),2017,11,-0.6472838991635101,2.469959134153832,1.6656880315565255,0,487,12,2017-03-13,3,Sèche
Centre (Ouaga),2017,12,-0.6303582459362477,1.855162454041022,-0.556373949955293,0,457,20,2017-03-20,3,Sèche
Centre (Ouaga),2017,13,-0.661388610186229,1.3428318872803469,-1.6153253630195181,0,365,25,2017-03-27,3,Sèche
Centre (Ouaga),2017,14,-0.6247163615271603,1.7014632840128192,0.7282556331062283,0,487,10,2017-04-03,4,Sèche
Centre (Ouaga),2017,15,-0.5908650550726353,2.6492748325200672,-1.7021246591723236,0,449,22,2017-04-10,4,Sèche
Centre (Ouaga),2017,16,-0.6839561478225789,1.829545925702988,0.13802041926715045,0,533,24,2017-04-17,4,Sèche
Centre (Ouaga),2017,17,-0.69241897443621,1.9320120390551225,-1.0945295861026856,0,303,18,2017-04-24,4,Sèche
Centre (Ouaga),2017,18,-0.5767603440499166,1.3172153589423128,0.48521760387837215,0,428,26,2017-05-01,5,Pluvieuse
Centre (Ouaga),2017,19,-0.6106116505044415,0.13885505539275966,1.1101725361785728,0,517,18,2017-05-08,5,Pluvieuse
Centre (Ouaga),2017,20,-0.6106116505044415,-0.8089564931144891,1.56152887617316,0,327,27,2017-05-15,5,Pluvieuse
Centre (Ouaga),2017,21,-0.6952399166407538,-1.1419713615089282,0.38105844849500664,0,288,22,2017-05-22,5,Pluvieuse
Centre (Ouaga),2017,22,0.5177652313130554,-0.040460642973476436,1.266411269253621,0,444,6,2017-05-29,5,Pluvieuse
Centre (Ouaga),2017,23,1.569976673607871,-0.5271746813961183,-0.7126126830303413,0,531,26,2017-06-05,6,Pluvieuse
Centre (Ouaga),2017,24,1.0283557703354729,-0.1685432846636452,-0.3480556391885595,0,520,15,2017-06-12,6,Pluvieuse
Centre (Ouaga),2017,25,0.6306029194948051,-0.5784077380721857,0.4157781669561293,0,353,5,2017-06-19,6,Pluvieuse
Centre (Ouaga),2017,26,1.2512102044944282,-0.4503250963820169,1.6309683130954054,0,2265,13,2017-06-26,6,Pluvieuse
Centre (Ouaga),2017,27,2.6362928269254056,0.5999525654773665,-0.6952528237997811,0,2097,14,2017-07-03,7,Pluvieuse
Centre (Ouaga),2017,28,0.8647411224719356,-0.8345730214525232,-0.40013521688024223,0,2368,24,2017-07-10,7,Pluvieuse
Centre (Ouaga),2017,29,1.4543180432215779,-1.295670531537131,-1.1639690230249309,0,1610,17,2017-07-17,7,Pluvieuse
Centre (Ouaga),2017,30,1.5643347891987835,-0.5271746813961183,1.5962485946342826,0,2283,12,2017-07-24,7,Pluvieuse
Centre (Ouaga),2017,31,0.1623265135405438,0.13885505539275966,0.8844943661812766,0,1678,6,2017-07-31,7,Pluvieuse
Centre (Ouaga),2017,32,2.2187933806529316,-1.270054003199097,-0.2959760614968767,0,2462,11,2017-08-07,8,Pluvieuse
Centre (Ouaga),2017,33,0.6700961103584174,0.08762199871669235,-1.285488037638859,0,2056,12,2017-08-14,8,Pluvieuse
Centre (Ouaga),2017,34,1.7194866104486894,-0.37347551136791546,-1.3896471930222245,0,2498,21,2017-08-21,8,Pluvieuse
Centre (Ouaga),2017,35,2.4726781790618686,0.08762199871669235,-0.261256343035754,0,1627,8,2017-08-28,8,Pluvieuse
Centre (Ouaga),2017,36,1.8153986454031767,0.6255690938154007,0.9539338031035219,0,2422,29,2017-09-04,9,Pluvieuse
Centre (Ouaga),2017,37,-0.08027451605021796,-0.8858060781285906,-1.0250901491804427,0,2327,29,2017-09-11,9,Pluvieuse
Centre (Ouaga),2017,38,1.8041148765850017,-0.4759416247200501,0.24217957465051843,0,2159,57,2017-09-18,9,Pluvieuse
Centre (Ouaga),2017,39,2.4557525258346065,0.3181707537589958,-1.5458859260972753,0,2593,86,2017-09-25,9,Pluvieuse
Centre (Ouaga),2017,40,1.4007201413352466,-0.42470856804398277,1.7351274684787708,0,2445,30,2017-10-02,10,Pluvieuse
Centre (Ouaga),2017,41,-0.638821072549879,-0.8089564931144891,0.5546570408006175,0,1859,89,2017-10-09,10,Pluvieuse
Centre (Ouaga),2017,42,-0.604969766095354,0.5999525654773665,0.20745985618939577,0,2403,48,2017-10-16,10,Pluvieuse
Centre (Ouaga),2017,43,-0.7008818010498412,0.3181707537589958,0.3289788708033239,0,2346,80,2017-10-23,10,Pluvieuse
Centre (Ouaga),2017,44,-0.5965069394817228,0.5999525654773665,-0.33069577995799937,0,1970,94,2017-10-30,10,Pluvieuse
Centre (Ouaga),2017,45,-0.6218954193226165,0.42063686711113135,0.5893767592617402,0,1726,67,2017-11-06,11,Sèche
Centre (Ouaga),2017,46,-0.6698514367998601,-1.0651217764948266,-0.1744570468829486,0,2460,46,2017-11-13,11,Sèche
Centre (Ouaga),2017,47,-0.7008818010498412,-0.5015581530580843,1.144892254639693,0,456,20,2017-11-20,11,Sèche
Centre (Ouaga),2017,48,-0.6472838991635101,-0.3990920397059496,-1.45908662994447,0,402,11,2017-11-27,11,Sèche
Centre (Ouaga),2017,49,-0.6529257835725977,0.08762199871669235,-0.1918169061135087,0,532,19,2017-12-04,12,Sèche
Centre (Ouaga),2017,50,-0.638821072549879,-1.3469035882131983,0.06858098234490759,0,549,14,2017-12-11,12,Sèche
Centre (Ouaga),2017,51,-0.6247163615271603,-0.42470856804398277,1.4920894392509145,0,550,10,2017-12-18,12,Sèche
Centre (Ouaga),2017,52,-0.7037027432543851,0.08762199871669235,-0.8514915568748319,0,332,10,2017-12-25,12,Sèche
Centre (Ouaga),2018,1,-0.5965069394817228,-0.1685432846636452,-0.0008584545773377481,0,338,6,2018-01-01,1,Sèche
Centre (Ouaga),2018,2,-0.6416420147544227,-0.19415981300167934,-0.12237746919126584,0,351,24,2018-01-08,1,Sèche
Centre (Ouaga),2018,3,-0.5908650550726353,-1.2444374748610627,0.06858098234490759,0,395,14,2018-01-15,1,Sèche
Centre (Ouaga),2018,4,-0.6218954193226165,-0.8345730214525232,-1.2507683191777363,0,343,28,2018-01-22,1,Sèche
Centre (Ouaga),2018,5,-0.6106116505044415,-0.296625926353814,-1.4417267707139074,0,471,10,2018-01-29,1,Sèche
Centre (Ouaga),2018,6,-0.69241897443621,-0.4759416247200501,0.346338730033884,0,531,12,2018-02-05,2,Sèche
Centre (Ouaga),2018,7,-0.69241897443621,-0.4503250963820169,0.762975351567351,0,409,17,2018-02-12,2,Sèche
Centre (Ouaga),2018,8,-0.6726723790044038,-0.962655663142692,0.346338730033884,0,381,28,2018-02-19,2,Sèche
Centre (Ouaga),2018,9,-0.5880441128680916,-0.8601895497905564,1.56152887617316,0,446,5,2018-02-26,2,Sèche
Centre (Ouaga),2018,10,-0.6501048413680539,2.623658304182035,0.016501404653222352,0,459,28,2018-03-05,3,Sèche
Centre (Ouaga),2018,11,-0.604969766095354,0.9073509055337724,-1.667404940711201,0,276,11,2018-03-12,3,Sèche
Centre (Ouaga),2018,12,-0.5711184596408291,1.8039293973649537,0.7976950700284712,0,410,9,2018-03-19,3,Sèche
Centre (Ouaga),2018,13,-0.6416420147544227,1.7526963406888856,-0.2959760614968767,0,346,26,2018-03-26,3,Sèche
Centre (Ouaga),2018,14,-0.6895980322316664,1.214749245590178,-0.8167718384137093,0,330,7,2018-04-02,4,Sèche
Centre (Ouaga),2018,15,-0.6501048413680539,1.496531057308548,-1.3722873337916646,0,275,23,2018-04-09,4,Sèche
Centre (Ouaga),2018,16,-0.6698514367998601,1.8039293973649537,-0.4174950761108048,0,413,25,2018-04-16,4,Sèche
Centre (Ouaga),2018,17,-0.7093446276634725,2.4187260774777637,0.5546570408006175,0,378,10,2018-04-23,4,Sèche
Centre (Ouaga),2018,18,-0.6190744771180727,2.495575662491866,-1.1466091637943685,0,392,18,2018-04-30,4,Sèche
Centre (Ouaga),2018,19,-0.7065236854589287,-0.142926756325612,1.07545281771745,0,489,29,2018-05-07,5,Pluvieuse
Centre (Ouaga),2018,20,-0.6501048413680539,0.06200547037865822,-0.747332401491464,0,411,9,2018-05-14,5,Pluvieuse
Centre (Ouaga),2018,21,-0.604969766095354,-1.1419713615089282,-1.1986887414860536,0,432,17,2018-05-21,5,Pluvieuse
Centre (Ouaga),2018,22,0.17078934015417507,-1.3212870598751643,-1.3722873337916646,0,357,28,2018-05-28,5,Pluvieuse
Centre (Ouaga),2018,23,1.569976673607871,-1.270054003199097,0.7456154923367885,0,467,24,2018-06-04,6,Pluvieuse
Centre (Ouaga),2018,24,-0.13951430234563658,-0.3222424546918481,1.1796119731008157,0,388,15,2018-06-11,6,Pluvieuse
Centre (Ouaga),2018,25,0.11154955385875653,-1.0907383048328607,1.4920894392509145,0,532,27,2018-06-18,6,Pluvieuse
Centre (Ouaga),2018,26,2.599620578266337,-0.8089564931144891,-1.6847647999417636,0,2052,9,2018-06-25,6,Pluvieuse
Centre (Ouaga),2018,27,1.2850615109489532,-1.0907383048328607,-0.018218313807897846,0,1831,10,2018-07-02,7,Pluvieuse
Centre (Ouaga),2018,28,0.3513296412449746,0.6511856221534348,1.6656880315565255,0,2061,24,2018-07-09,7,Pluvieuse
Centre (Ouaga),2018,29,0.21592441542687488,0.3694038104350631,-1.5806056445583956,0,2632,26,2018-07-16,7,Pluvieuse
Centre (Ouaga),2018,30,1.437392389994315,0.4974864521252319,1.1275323954091327,0,2566,23,2018-07-23,7,Pluvieuse
Centre (Ouaga),2018,31,0.5629003065857553,-0.34785898302988133,-1.6500450814806409,0,1601,16,2018-07-30,7,Pluvieuse
Centre (Ouaga),2018,32,1.6489630553350958,0.4974864521252319,-1.45908662994447,0,2191,21,2018-08-06,8,Pluvieuse
Centre (Ouaga),2018,33,1.9818342354712577,0.4718699237871978,0.8150549292590338,0,1965,10,2018-08-13,8,Pluvieuse
Centre (Ouaga),2018,34,1.767442627925933,-0.19415981300167934,1.6136084538648428,0,2248,16,2018-08-20,8,Pluvieuse
Centre (Ouaga),2018,35,1.7759054545395643,0.6255690938154007,-1.7021246591723236,0,1733,6,2018-08-27,8,Pluvieuse
Centre (Ouaga),2018,36,0.2441338374723123,0.3181707537589958,-1.3722873337916646,0,2275,12,2018-09-03,9,Pluvieuse
Centre (Ouaga),2018,37,2.5798739828345307,0.5743360371393342,1.6483281723259653,0,2505,11,2018-09-10,9,Pluvieuse
Centre (Ouaga),2018,38,1.56151384699424,0.3437872820970299,1.196971832331378,0,2672,95,2018-09-17,9,Pluvieuse
Centre (Ouaga),2018,39,1.1919704181990098,-0.7321069081003877,1.2316915507924984,0,1977,77,2018-09-24,9,Pluvieuse
Centre (Ouaga),2018,40,0.4528835606085494,0.03638894204062502,-0.13973732842182593,0,2438,57,2018-10-01,10,Pluvieuse
Centre (Ouaga),2018,41,-0.6416420147544227,-0.6808738514243203,0.9712936623340821,0,2615,41,2018-10-08,10,Pluvieuse
Centre (Ouaga),2018,42,-0.5795812862544604,-1.3212870598751643,-1.0771697268721256,0,1679,77,2018-10-15,10,Pluvieuse
Centre (Ouaga),2018,43,-0.6134325927089853,-0.014844114635443224,-1.7021246591723236,0,1707,74,2018-10-22,10,Pluvieuse
Centre (Ouaga),2018,44,-0.6021488238908103,0.5487195088013002,-0.3133359207274368,0,2132,90,2018-10-29,10,Pluvieuse
Centre (Ouaga),2018,45,-0.604969766095354,0.5999525654773665,-1.2681281784082965,0,2570,69,2018-11-05,11,Sèche
Centre (Ouaga),2018,46,-0.6585676679816851,-1.270054003199097,-1.354927474561102,0,2235,33,2018-11-12,11,Sèche
Centre (Ouaga),2018,47,-0.5711184596408291,0.3181707537589958,-0.20917676534407126,0,447,7,2018-11-19,11,Sèche
Centre (Ouaga),2018,48,-0.7037027432543851,-0.2710093980157808,-1.7194845184028862,0,389,23,2018-11-26,11,Sèche
Centre (Ouaga),2018,49,-0.6529257835725977,0.5743360371393342,-0.03557817303846041,0,527,18,2018-12-03,12,Sèche
Centre (Ouaga),2018,50,-0.6218954193226165,-0.142926756325612,-1.0945295861026856,0,464,19,2018-12-10,12,Sèche
Centre (Ouaga),2018,51,-0.5795812862544604,-0.1685432846636452,-0.7299725422609038,0,354,5,2018-12-17,12,Sèche
Centre (Ouaga),2018,52,-0.6134325927089853,-1.3212870598751643,0.4157781669561293,0,285,28,2018-12-24,12,Sèche
Centre (Ouaga),2019,1,-0.5824022284590041,-0.06607717131151056,-0.9382908530276374,0,522,17,2019-01-07,1,Sèche
Centre (Ouaga),2019,2,-0.6754933212089477,-0.629640794748253,1.196971832331378,0,313,15,2019-01-14,1,Sèche
Centre (Ouaga),2019,3,-0.6754933212089477,-0.3990920397059496,-0.9035711345665147,0,342,22,2019-01-21,1,Sèche
Centre (Ouaga),2019,4,-0.6952399166407538,0.03638894204062502,1.4226500023286717,0,275,25,2019-01-28,1,Sèche
Centre (Ouaga),2019,5,-0.638821072549879,-0.296625926353814,0.9192140846423993,0,363,18,2019-02-04,2,Sèche
Centre (Ouaga),2019,6,-0.6557467257771414,-1.1675878898469623,1.144892254639693,0,378,28,2019-02-11,2,Sèche
Centre (Ouaga),2019,7,-0.6980608588452976,-1.0138887198187594,-0.9556507122581974,0,442,29,2019-02-18,2,Sèche
Centre (Ouaga),2019,8,-0.5965069394817228,-0.3222424546918481,-1.6153253630195181,0,487,24,2019-02-25,2,Sèche
Centre (Ouaga),2019,9,-0.5908650550726353,-1.1675878898469623,-1.6500450814806409,0,511,7,2019-03-04,3,Sèche
Centre (Ouaga),2019,10,-0.6867770900271225,1.983245095731191,1.144892254639693,0,388,9,2019-03-11,3,Sèche
Centre (Ouaga),2019,11,-0.638821072549879,1.2659823022662446,-0.261256343035754,0,282,16,2019-03-18,3,Sèche
Centre (Ouaga),2019,12,-0.6726723790044038,2.2906434357875947,-0.3133359207274368,0,402,28,2019-03-25,3,Sèche
Centre (Ouaga),2019,13,-0.6472838991635101,1.855162454041022,-0.5390140907247304,0,351,12,2019-04-01,4,Sèche
Centre (Ouaga),2019,14,-0.616253534913529,1.9063955107170885,-1.1986887414860536,0,361,11,2019-04-08,4,Sèche
Centre (Ouaga),2019,15,-0.6726723790044038,1.4709145289705157,1.3011309877147437,0,517,9,2019-04-15,4,Sèche
Centre (Ouaga),2019,16,-0.6218954193226165,1.5477641139846163,-1.5806056445583956,0,525,22,2019-04-22,4,Sèche
Centre (Ouaga),2019,17,-0.6811352056180351,0.984200490547873,-0.48693451303304763,0,270,9,2019-04-29,4,Sèche
Centre (Ouaga),2019,18,-0.627537303731704,2.3931095491397296,-1.6326852222500807,0,417,24,2019-05-06,5,Pluvieuse
Centre (Ouaga),2019,19,-0.6106116505044415,-1.2444374748610627,0.1900999969588332,0,311,10,2019-05-13,5,Pluvieuse
Centre (Ouaga),2019,20,-0.6472838991635101,0.24132116874489434,-0.6431732461080985,0,356,18,2019-05-20,5,Pluvieuse
Centre (Ouaga),2019,21,-0.6754933212089477,-0.5015581530580843,1.4573697207897944,0,326,24,2019-05-27,5,Pluvieuse
Centre (Ouaga),2019,22,2.3457357798574003,-0.629640794748253,-1.354927474561102,0,298,11,2019-06-03,6,Pluvieuse
Centre (Ouaga),2019,23,0.15386368692691266,0.3694038104350631,0.5199373223394949,0,358,28,2019-06-10,6,Pluvieuse
Centre (Ouaga),2019,24,0.9126971399491792,-0.5784077380721857,-0.3133359207274368,0,443,17,2019-06-17,6,Pluvieuse
Centre (Ouaga),2019,25,1.4204667367670527,-1.295670531537131,0.7976950700284712,0,461,14,2019-06-24,6,Pluvieuse
Centre (Ouaga),2019,26,0.3513296412449746,0.11323852705472555,-0.4174950761108048,0,2197,6,2019-07-01,7,Pluvieuse
Centre (Ouaga),2019,27,2.122881345698445,0.4974864521252319,0.38105844849500664,0,2435,14,2019-07-08,7,Pluvieuse
Centre (Ouaga),2019,28,1.4966321762897339,-0.34785898302988133,1.5962485946342826,0,1563,20,2019-07-15,7,Pluvieuse
Centre (Ouaga),2019,29,0.1510427447223689,-1.3212870598751643,0.4157781669561293,0,1620,24,2019-07-22,7,Pluvieuse
Centre (Ouaga),2019,30,1.6433211709260087,-0.5015581530580843,-1.5458859260972753,0,2522,12,2019-07-29,7,Pluvieuse
Centre (Ouaga),2019,31,2.4077965083573627,0.42063686711113135,-0.8862112753359521,0,2321,18,2019-08-05,8,Pluvieuse
Centre (Ouaga),2019,32,1.866175605084964,-0.7064903797623544,1.7351274684787708,0,1656,9,2019-08-12,8,Pluvieuse
Centre (Ouaga),2019,33,-0.08309545825476174,0.5487195088013002,-1.667404940711201,0,2236,23,2019-08-19,8,Pluvieuse
Centre (Ouaga),2019,34,2.4360059304028,-0.6808738514243203,-1.059809867641563,0,2457,16,2019-08-26,8,Pluvieuse
Centre (Ouaga),2019,35,2.0354321373575885,-0.11731022798757788,-0.9903704307193201,0,2445,22,2019-09-02,9,Pluvieuse
Centre (Ouaga),2019,36,0.21874535763141867,-1.3212870598751643,1.2316915507924984,0,2222,25,2019-09-09,9,Pluvieuse
Centre (Ouaga),2019,37,0.04384694094970666,-0.9882721914807252,0.5720169000311776,0,1735,29,2019-09-16,9,Pluvieuse
Centre (Ouaga),2019,38,0.9239809087673543,0.08762199871669235,-1.7194845184028862,0,1858,79,2019-09-23,9,Pluvieuse
Centre (Ouaga),2019,39,1.5050950029033652,-1.270054003199097,1.3532105654064264,0,1872,64,2019-09-30,9,Pluvieuse
Centre (Ouaga),2019,40,0.28644797054046844,-1.0395052481567935,-0.1744570468829486,0,2187,66,2019-10-07,10,Pluvieuse
Centre (Ouaga),2019,41,-0.661388610186229,-0.5015581530580843,-1.285488037638859,0,2111,68,2019-10-14,10,Pluvieuse
Centre (Ouaga),2019,42,-0.6642095523907726,-0.6040242664102189,-1.059809867641563,0,2116,53,2019-10-21,10,Pluvieuse
Centre (Ouaga),2019,43,-0.5908650550726353,-0.21977634133971255,1.7177676092482108,0,2473,87,2019-10-28,10,Pluvieuse
Centre (Ouaga),2019,44,-0.6077907082998978,-0.7064903797623544,0.9018542254118392,0,1696,69,2019-11-04,11,Sèche
Centre (Ouaga),2019,45,-0.5936859972771792,-1.0138887198187594,0.5199373223394949,0,2266,35,2019-11-11,11,Sèche
Centre (Ouaga),2019,46,-0.6444629569589664,-0.42470856804398277,0.15538027849771302,0,1723,84,2019-11-18,11,Sèche
Centre (Ouaga),2019,47,-0.6557467257771414,-0.937039134804658,-0.05293803226902051,0,493,17,2019-11-25,11,Sèche
Centre (Ouaga),2019,48,-0.6303582459362477,-0.09169369964954377,0.1727401377282731,0,392,8,2019-12-02,12,Sèche
Centre (Ouaga),2019,49,-0.6247163615271603,0.523102980463266,-0.8167718384137093,0,459,10,2019-12-09,12,Sèche
Centre (Ouaga),2019,50,-0.5880441128680916,-0.6552573230862871,-1.5285260668667129,0,426,23,2019-12-16,12,Sèche
Centre (Ouaga),2019,51,-0.6529257835725977,0.06200547037865822,-1.47644648917503,0,516,8,2019-12-23,12,Sèche
Centre (Ouaga),2019,52,-0.5711184596408291,0.24132116874489434,1.3184908469453038,0,470,5,2019-12-30,12,Sèche
Centre (Ouaga),2020,1,-0.5739394018453728,-0.8345730214525232,-0.8688514161053921,0,441,24,2020-01-06,1,Sèche
Centre (Ouaga),2020,2,-0.5880441128680916,0.5487195088013002,0.8150549292590338,0,313,24,2020-01-13,1,Sèche
Centre (Ouaga),2020,3,-0.5682975174362854,-1.295670531537131,0.6761760554145456,0,351,21,2020-01-20,1,Sèche
Centre (Ouaga),2020,4,-0.69241897443621,0.3181707537589958,-0.8514915568748319,0,462,11,2020-01-27,1,Sèche
Centre (Ouaga),2020,5,-0.5739394018453728,-1.0907383048328607,-0.747332401491464,0,434,17,2020-02-03,2,Sèche
Centre (Ouaga),2020,6,-0.6529257835725977,0.6255690938154007,0.08594084157546768,0,365,15,2020-02-10,2,Sèche
Centre (Ouaga),2020,7,-0.6331791881407914,-0.5527912097341515,0.36369858926444404,0,433,12,2020-02-17,2,Sèche
Centre (Ouaga),2020,8,-0.7065236854589287,-0.3222424546918481,-0.48693451303304763,0,285,17,2020-02-24,2,Sèche
Centre (Ouaga),2020,9,-0.5795812862544604,0.010772413702590895,1.1101725361785728,0,481,28,2020-03-02,3,Sèche
Centre (Ouaga),2020,10,-0.6754933212089477,1.8807789823790544,-1.4417267707139074,0,437,19,2020-03-09,3,Sèche
Centre (Ouaga),2020,11,-0.6106116505044415,1.6502302273367508,-0.5910936684164156,0,270,17,2020-03-16,3,Sèche
Centre (Ouaga),2020,12,-0.6501048413680539,1.3428318872803469,0.48521760387837215,0,418,25,2020-03-23,3,Sèche
Centre (Ouaga),2020,13,-0.6839561478225789,0.9073509055337724,0.033861263883784916,0,276,22,2020-03-30,3,Sèche
Centre (Ouaga),2020,14,-0.5993278816862666,1.4452980006324816,0.6761760554145456,0,495,17,2020-04-06,4,Sèche
Centre (Ouaga),2020,15,-0.5965069394817228,2.1113277374213597,-0.1918169061135087,0,388,9,2020-04-13,4,Sèche
Centre (Ouaga),2020,16,-0.6303582459362477,2.4187260774777637,0.6935359146451057,0,341,26,2020-04-20,4,Sèche
Centre (Ouaga),2020,17,-0.5795812862544604,1.2403657739282106,1.5094492984814771,0,396,6,2020-04-27,4,Sèche
Centre (Ouaga),2020,18,-0.616253534913529,1.6502302273367508,-0.0008584545773377481,0,307,11,2020-05-04,5,Pluvieuse
Centre (Ouaga),2020,19,-0.661388610186229,-0.21977634133971255,-0.05293803226902051,0,466,18,2020-05-11,5,Pluvieuse
Centre (Ouaga),2020,20,-0.5824022284590041,-0.09169369964954377,-0.9209309937970748,0,293,8,2020-05-18,5,Pluvieuse
Centre (Ouaga),2020,21,-0.6895980322316664,-1.0138887198187594,-0.5216542314941703,0,306,13,2020-05-25,5,Pluvieuse
Centre (Ouaga),2020,22,2.5883368094481622,0.010772413702590895,0.5199373223394949,0,412,21,2020-06-01,6,Pluvieuse
Centre (Ouaga),2020,23,1.832324298630439,0.3950203387730972,-0.452214794571925,0,383,5,2020-06-08,6,Pluvieuse
Centre (Ouaga),2020,24,0.5346908845403179,-0.142926756325612,1.1275323954091327,0,438,26,2020-06-15,6,Pluvieuse
Centre (Ouaga),2020,25,-0.06616980502749925,-1.3212870598751643,0.22481971541995588,0,455,11,2020-06-22,6,Pluvieuse
Centre (Ouaga),2020,26,2.5065294855163938,-0.3990920397059496,0.8324147884895938,0,1642,19,2020-06-29,6,Pluvieuse
Centre (Ouaga),2020,27,2.0467159061757636,0.3181707537589958,-0.4174950761108048,0,1859,29,2020-07-06,7,Pluvieuse
Centre (Ouaga),2020,28,0.5854678442221052,0.2925542254209626,0.5372971815700549,0,2511,27,2020-07-13,7,Pluvieuse
Centre (Ouaga),2020,29,2.402154623948275,-0.5015581530580843,1.1622521138702555,0,2316,28,2020-07-20,7,Pluvieuse
Centre (Ouaga),2020,30,0.024100345517900485,-0.7064903797623544,0.12066056003659034,0,2385,13,2020-07-27,7,Pluvieuse
Centre (Ouaga),2020,31,1.1045212098581536,0.6255690938154007,-1.5806056445583956,0,1653,11,2020-08-03,8,Pluvieuse
Centre (Ouaga),2020,32,1.4966321762897339,-1.3725201165512315,-0.2786162022663141,0,1795,9,2020-08-10,8,Pluvieuse
